City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
331,lavrentiya,65.5833,-171.0,-1.96,95,100,9.3,RU,1667884463
332,benjamin aceval,-24.9667,-57.5667,21.08,60,94,1.46,PY,1667884463
333,yudong,29.385,106.5194,20.83,82,76,0.79,CN,1667884464
334,kapuskasing,49.4169,-82.4331,-1.95,64,100,5.66,CA,1667884464
335,ekhabi,53.5102,142.9671,-3.56,64,99,8.1,RU,1667884465
336,port macquarie,-31.4333,152.9167,20.5,58,54,4.46,AU,1667884465
337,izumo,35.3667,132.7667,17.69,56,23,3.45,JP,1667884466
338,kiruna,67.8557,20.2251,-3.49,86,100,3.09,SE,1667884466
339,port hardy,50.6996,-127.4199,-3.48,54,2,6.82,CA,1667884466
340,port arthur,38.8,121.2667,16.12,41,0,2.53,CN,1667884467
341,ornskoldsvik,63.2909,18.7153,-1.47,93,0,2.57,SE,1667884190
342,buchanan,5.8808,-10.0467,24.86,87,97,1.37,LR,1667884467
343,tres arroyos,-38.3739,-60.2798,15.44,58,0,7.49,AR,1667884468
344,presidente medici,-11.1753,-61.9014,23.29,50,5,1.01,BR,1667884468
345,vestmannaeyjar,63.4427,-20.2734,7.5,83,100,8.15,IS,1667884469
346,chicama,-7.8447,-79.1469,15.3,84,14,1.66,PE,1667884469
347,buluan,6.7203,124.8019,32.24,63,80,0.6,PH,1667884470
348,biak,-0.9131,122.8766,28.79,68,96,0.85,ID,1667884470
349,cayenne,4.9333,-52.3333,24.02,94,95,0.51,GF,1667884471
350,coquimbo,-29.9533,-71.3436,13.85,94,100,3.6,CL,1667884397
351,ust-kuyga,70.0167,135.6,-16.96,97,100,2.63,RU,1667884471
352,tual,-5.6667,132.75,28.95,67,91,2.49,ID,1667884472
353,hay river,60.8156,-115.7999,-19.02,94,35,3.0,CA,1667884472
354,formosa,-26.1775,-58.1781,18.99,68,0,2.57,AR,1667884472
355,beloha,-25.1667,45.05,26.63,59,3,0.88,MG,1667884473
356,kloulklubed,7.0419,134.2556,28.28,68,99,1.05,PW,1667884473
357,jetpur,21.7333,70.6167,29.84,32,1,3.4,IN,1667884474
358,bandundu,-3.3167,17.3667,22.46,93,100,0.52,CD,1667884474
359,klyuchi,52.2667,79.1667,-0.49,63,97,0.9,RU,1667884474
360,uvinza,-5.1036,30.3911,21.37,84,84,0.57,TZ,1667884475
361,yerofey pavlovich,53.9667,121.9667,-4.6,78,100,1.33,RU,1667884475
362,den helder,52.9599,4.7593,12.21,84,100,8.94,NL,1667884476
363,santa rosa,14.3122,121.1114,30.06,75,98,5.02,PH,1667884476
